srch_id,date_time,site_id,visitor_location_country_id,visitor_hist_starrating,visitor_hist_adr_usd,prop_country_id,prop_id,prop_starrating,prop_review_score,prop_brand_bool,prop_location_score1,prop_location_score2,prop_log_historical_price,price_usd,promotion_flag,srch_destination_id,srch_length_of_stay,srch_booking_window,srch_adults_count,srch_children_count,srch_room_count,srch_saturday_night_bool,srch_query_affinity_score,orig_destination_distance,random_bool,comp1_rate,comp1_inv,comp1_rate_percent_diff,comp2_rate,comp2_inv,comp2_rate_percent_diff,comp3_rate,comp3_inv,comp3_rate_percent_diff,comp4_rate,comp4_inv,comp4_rate_percent_diff,comp5_rate,comp5_inv,comp5_rate_percent_diff,comp6_rate,comp6_inv,comp6_rate_percent_diff,comp7_rate,comp7_inv,comp7_rate_percent_diff,comp8_rate,comp8_inv,comp8_rate_percent_diff
92,5/9/2013 9:21,24,216,NULL,NULL,216,120589,3,4,1,1.79,0.1342,4.42,49.21,0,3949,1,45,1,0,1,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
92,5/9/2013 9:21,24,216,NULL,NULL,216,134999,4,4.5,0,1.95,0.1124,4.69,38.73,0,3949,1,45,1,0,1,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
92,5/9/2013 9:21,24,216,NULL,NULL,216,135394,3,2.5,0,0,NULL,4.33,36.15,0,3949,1,45,1,0,1,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
92,5/9/2013 9:21,24,216,NULL,NULL,216,137736,3,1,0,0.69,NULL,4.77,59.39,0,3949,1,45,1,0,1,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
95,11/23/2012 13:48,5,219,NULL,NULL,55,6477,5,4.5,0,5.3,0.4268,5.59,296,0,25801,3,12,1,0,1,0,NULL,NULL,0,1,0,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,0,0,15,NULL,NULL,NULL
95,11/23/2012 13:48,5,219,NULL,NULL,55,14726,4,4,1,5.28,0.377,5.47,215,0,25801,3,12,1,0,1,0,NULL,NULL,0,1,0,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1,0,9,NULL,NULL,NULL,-1,0,9,NULL,NULL,NULL
95,11/23/2012 13:48,5,219,NULL,NULL,55,20857,4,4.5,1,5.29,0.4406,5.93,422,0,25801,3,12,1,0,1,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
95,11/23/2012 13:48,5,219,NULL,NULL,55,23684,5,4.5,0,5.39,0.2218,6.09,398,0,25801,3,12,1,0,1,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
95,11/23/2012 13:48,5,219,NULL,NULL,55,24131,4,4.5,0,5.3,0.1515,5.54,274,0,25801,3,12,1,0,1,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL
95,11/23/2012 13:48,5,219,NULL,NULL,55,32068,3,4.5,1,5.27,0.3504,5.89,281,0,25801,3,12,1,0,1,0,NULL,NULL,0,1,0,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL
95,11/23/2012 13:48,5,219,NULL,NULL,55,45938,4,3.5,0,5.38,0.1778,5.25,124,0,25801,3,12,1,0,1,0,NULL,NULL,0,1,0,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL
95,11/23/2012 13:48,5,219,NULL,NULL,55,47610,3,3.5,0,5.27,0.3535,5.1,93,1,25801,3,12,1,0,1,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
95,11/23/2012 13:48,5,219,NULL,NULL,55,48919,4,4,1,5.37,0.203,5.48,253,0,25801,3,12,1,0,1,0,NULL,NULL,0,1,0,19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL
95,11/23/2012 13:48,5,219,NULL,NULL,55,49652,5,5,0,5.75,0.1737,5.83,454,0,25801,3,12,1,0,1,0,NULL,NULL,0,1,0,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,1,0,46,NULL,NULL,NULL
95,11/23/2012 13:48,5,219,NULL,NULL,55,54650,3,3.5,0,5.29,0.387,5.31,121,1,25801,3,12,1,0,1,0,NULL,NULL,0,1,0,19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,0,0,5,NULL,NULL,NULL
95,11/23/2012 13:48,5,219,NULL,NULL,55,55012,4,3.5,0,5.27,0.4252,5.44,112,1,25801,3,12,1,0,1,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
95,11/23/2012 13:48,5,219,NULL,NULL,55,59780,4,4,1,5.32,0.3416,5.7,190,1,25801,3,12,1,0,1,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL
95,11/23/2012 13:48,5,219,NULL,NULL,55,62561,3,3.5,0,5.27,0.4261,5.13,151,1,25801,3,12,1,0,1,0,NULL,NULL,0,1,0,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL
95,11/23/2012 13:48,5,219,NULL,NULL,55,67467,4,4.5,0,5.3,0.4352,5.6,247,0,25801,3,12,1,0,1,0,NULL,NULL,0,1,0,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,11,NULL,NULL,NULL,0,0,10,NULL,NULL,NULL
95,11/23/2012 13:48,5,219,NULL,NULL,55,74514,4,3.5,1,5.54,0.3358,5.31,149,1,25801,3,12,1,0,1,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL
95,11/23/2012 13:48,5,219,NULL,NULL,55,77594,4,4.5,0,5.31,0.4082,5.74,300,0,25801,3,12,1,0,1,0,NULL,NULL,0,1,0,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL
95,11/23/2012 13:48,5,219,NULL,NULL,55,78190,4,4,1,5.33,0.3127,5.55,172,1,25801,3,12,1,0,1,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,23,NULL,NULL,NULL,1,0,37,NULL,NULL,NULL
95,11/23/2012 13:48,5,219,NULL,NULL,55,80293,3,3,0,5.3,0.4258,5.34,125,0,25801,3,12,1,0,1,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,17,NULL,NULL,NULL,1,0,16,NULL,NULL,NULL
95,11/23/2012 13:48,5,219,NULL,NULL,55,80823,5,4.5,0,5.76,0.1518,6.21,530,0,25801,3,12,1,0,1,0,NULL,NULL,0,0,0,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,17,NULL,NULL,NULL,0,0,11,NULL,NULL,NULL
95,11/23/2012 13:48,5,219,NULL,NULL,55,81936,4,4,1,5.32,0.3861,5.6,225,1,25801,3,12,1,0,1,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL
95,11/23/2012 13:48,5,219,NULL,NULL,55,83133,4,4.5,1,5.31,0.3585,5.91,349,0,25801,3,12,1,0,1,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,0,0,5,NULL,NULL,NULL
95,11/23/2012 13:48,5,219,NULL,NULL,55,83925,3,3.5,0,5.27,0.2933,5.03,151,0,25801,3,12,1,0,1,0,NULL,NULL,0,1,0,19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
95,11/23/2012 13:48,5,219,NULL,NULL,55,85601,4,4,1,5.32,0.3447,5.59,373,1,25801,3,12,1,0,1,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL
95,11/23/2012 13:48,5,219,NULL,NULL,55,87307,4,3.5,0,5.31,0.4169,5.59,248,1,25801,3,12,1,0,1,0,NULL,NULL,0,1,0,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
95,11/23/2012 13:48,5,219,NULL,NULL,55,91871,4,4,1,5.32,0.3528,5.55,277,0,25801,3,12,1,0,1,0,NULL,NULL,0,1,0,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,11,NULL,NULL,NULL,0,0,8,NULL,NULL,NULL
95,11/23/2012 13:48,5,219,NULL,NULL,55,91981,5,4.5,0,5.75,0.1897,6.03,393,0,25801,3,12,1,0,1,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
95,11/23/2012 13:48,5,219,NULL,NULL,55,107288,4,4,1,5.27,0.3442,5.28,240,1,25801,3,12,1,0,1,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,34,NULL,NULL,NULL,1,0,8,NULL,NULL,NULL
95,11/23/2012 13:48,5,219,NULL,NULL,55,115214,3,3,0,5.27,0.3452,5.18,106,0,25801,3,12,1,0,1,0,NULL,NULL,0,-1,0,56,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,1,0,180,NULL,NULL,NULL
95,11/23/2012 13:48,5,219,NULL,NULL,55,115683,4,3.5,1,5.31,0.377,5.53,208,0,25801,3,12,1,0,1,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,0,0,10,NULL,NULL,NULL
95,11/23/2012 13:48,5,219,NULL,NULL,55,121701,4,4,1,5.44,0.3019,5.82,212,0,25801,3,12,1,0,1,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL
95,11/23/2012 13:48,5,219,NULL,NULL,55,127116,4,3.5,0,5.51,0.3369,5.1,142,0,25801,3,12,1,0,1,0,NULL,NULL,0,1,0,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
98,4/26/2013 10:44,18,129,NULL,NULL,219,1704,4,4.5,1,4.13,NULL,5.83,256.68,0,20764,2,197,4,0,1,1,NULL,4949.56,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
98,4/26/2013 10:44,18,129,NULL,NULL,219,9122,5,5,1,4.19,NULL,6.21,435.18,0,20764,2,197,4,0,1,1,NULL,4949.88,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
98,4/26/2013 10:44,18,129,NULL,NULL,219,13659,4,4.5,1,4.14,NULL,5.58,254.07,0,20764,2,197,4,0,1,1,NULL,4949.62,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
98,4/26/2013 10:44,18,129,NULL,NULL,219,16223,2,2.5,0,4.13,NULL,4.94,69.06,1,20764,2,197,4,0,1,1,NULL,4949.45,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
98,4/26/2013 10:44,18,129,NULL,NULL,219,23324,2,0,0,4.14,NULL,4.81,93.81,0,20764,2,197,4,0,1,1,NULL,4949.73,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
98,4/26/2013 10:44,18,129,NULL,NULL,219,31233,3,0,0,4.19,NULL,5.03,93.81,0,20764,2,197,4,0,1,1,NULL,4949.57,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
98,4/26/2013 10:44,18,129,NULL,NULL,219,41976,2,2.5,0,4.13,NULL,4.79,69.06,1,20764,2,197,4,0,1,1,NULL,4949.47,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
98,4/26/2013 10:44,18,129,NULL,NULL,219,47974,2,4.5,0,4.13,NULL,4.94,75.57,0,20764,2,197,4,0,1,1,NULL,4949.43,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
98,4/26/2013 10:44,18,129,NULL,NULL,219,60833,5,4.5,0,4.13,NULL,5.87,364.82,0,20764,2,197,4,0,1,1,NULL,4949.41,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
98,4/26/2013 10:44,18,129,NULL,NULL,219,81854,2,3,0,4.11,NULL,4.9,91.21,1,20764,2,197,4,0,1,1,NULL,4949.35,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
98,4/26/2013 10:44,18,129,NULL,NULL,219,91489,4,4.5,0,4.22,NULL,5.78,400,0,20764,2,197,4,0,1,1,NULL,4949.87,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
98,4/26/2013 10:44,18,129,NULL,NULL,219,97859,4,4.5,1,4.2,NULL,5.82,209.77,0,20764,2,197,4,0,1,1,NULL,4949.98,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
98,4/26/2013 10:44,18,129,NULL,NULL,219,107857,4,4,1,4.13,NULL,6.09,299.67,0,20764,2,197,4,0,1,1,NULL,4949.61,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
98,4/26/2013 10:44,18,129,NULL,NULL,219,130511,3,0,0,4.13,NULL,5.23,123.78,0,20764,2,197,4,0,1,1,NULL,4949.37,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
100,4/17/2013 18:36,32,220,NULL,NULL,202,3948,4,0,0,0.69,NULL,5.13,76.19,0,16132,4,60,2,0,1,0,NULL,1627.02,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
100,4/17/2013 18:36,32,220,NULL,NULL,202,4725,3,0,0,3.93,0.0478,4.11,49.42,1,16132,4,60,2,0,1,0,NULL,1621.34,0,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,-1,0,23,-1,0,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
100,4/17/2013 18:36,32,220,NULL,NULL,202,9373,4,3.5,0,3.64,0.0605,4.81,55.6,1,16132,4,60,2,0,1,0,NULL,1622.83,0,NULL,NULL,NULL,1,0,20,NULL,NULL,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
100,4/17/2013 18:36,32,220,NULL,NULL,202,14714,4,0,0,3.22,NULL,0,82.37,0,16132,4,60,2,0,1,0,NULL,1622.67,0,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
100,4/17/2013 18:36,32,220,NULL,NULL,202,15928,4,4,0,0,0.0296,5.13,47.36,0,16132,4,60,2,0,1,0,NULL,1619.32,0,NULL,NULL,NULL,0,0,NULL,0,0,NULL,0,0,10,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
100,4/17/2013 18:36,32,220,NULL,NULL,202,21543,3,3.5,0,2.89,0.0409,4.36,52.51,1,16132,4,60,2,0,1,0,NULL,1620.59,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
100,4/17/2013 18:36,32,220,NULL,NULL,202,25011,3,0,0,3,0.0286,5.02,28.83,1,16132,4,60,2,0,1,0,NULL,1621.11,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,-1,0,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
100,4/17/2013 18:36,32,220,NULL,NULL,202,29634,4,4,0,0,0.0015,5.13,65.9,0,16132,4,60,2,0,1,0,NULL,1631.16,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
100,4/17/2013 18:36,32,220,NULL,NULL,202,37655,4,3.5,0,3.85,0.0412,5.13,57.66,1,16132,4,60,2,0,1,0,NULL,1621.14,0,NULL,NULL,NULL,1,0,16,NULL,NULL,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
100,4/17/2013 18:36,32,220,NULL,NULL,202,59830,3,4.5,0,3.87,0.1009,4.61,57.66,0,16132,4,60,2,0,1,0,NULL,1622.53,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1,0,6,-1,0,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
100,4/17/2013 18:36,32,220,NULL,NULL,202,72331,3,3.5,0,3.53,0.0541,4.54,70.02,1,16132,4,60,2,0,1,0,NULL,1623,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
100,4/17/2013 18:36,32,220,NULL,NULL,202,73829,4,0,0,3.91,0.0934,4.73,49.42,0,16132,4,60,2,0,1,0,NULL,1622.34,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,3,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
100,4/17/2013 18:36,32,220,NULL,NULL,202,84470,3,0,0,4.01,NULL,4.54,30.89,1,16132,4,60,2,0,1,0,NULL,1622.26,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
100,4/17/2013 18:36,32,220,NULL,NULL,202,88336,3,0,0,3.81,0.0077,4.54,42.22,1,16132,4,60,2,0,1,0,NULL,1622.06,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
100,4/17/2013 18:36,32,220,NULL,NULL,202,89786,3,4,0,4.03,0.0537,4.54,50.45,0,16132,4,60,2,0,1,0,NULL,1621.96,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,52,1,0,55,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
100,4/17/2013 18:36,32,220,NULL,NULL,202,90821,4,4,0,3.91,0.1082,4.77,71.05,0,16132,4,60,2,0,1,0,NULL,1622.48,0,NULL,NULL,NULL,0,0,NULL,0,0,NULL,0,0,NULL,-1,0,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
100,4/17/2013 18:36,32,220,NULL,NULL,202,100468,3,3,0,3.37,0.0099,4.65,49.42,0,16132,4,60,2,0,1,0,NULL,1623.04,0,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
100,4/17/2013 18:36,32,220,NULL,NULL,202,100545,4,0,0,3.64,NULL,4.5,61.78,1,16132,4,60,2,0,1,0,NULL,1620.9,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
100,4/17/2013 18:36,32,220,NULL,NULL,202,106194,4,4,0,1.61,0.0036,5.39,74.14,0,16132,4,60,2,0,1,0,NULL,1626.63,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
100,4/17/2013 18:36,32,220,NULL,NULL,202,107113,4,4,0,0,0.0013,4.56,49.42,0,16132,4,60,2,0,1,0,NULL,1618.68,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
100,4/17/2013 18:36,32,220,NULL,NULL,202,112971,3,4,0,3.93,0.0872,4.6,89.58,0,16132,4,60,2,0,1,0,NULL,1621.55,0,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
100,4/17/2013 18:36,32,220,NULL,NULL,202,116270,3,4,0,3.4,0.007,4.71,73.11,0,16132,4,60,2,0,1,0,NULL,1620.85,0,NULL,NULL,NULL,NULL,NULL,NULL,1,0,39,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
100,4/17/2013 18:36,32,220,NULL,NULL,202,118139,5,4.5,0,2.83,0.1022,5.12,91.64,1,16132,4,60,2,0,1,0,NULL,1622.25,0,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
100,4/17/2013 18:36,32,220,NULL,NULL,202,124230,4,4,0,1.39,0.0114,4.88,20.59,0,16132,4,60,2,0,1,0,NULL,1626.37,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,182,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
100,4/17/2013 18:36,32,220,NULL,NULL,202,126477,4,4,0,3.99,0.0747,5.05,82.37,0,16132,4,60,2,0,1,0,NULL,1621.89,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
100,4/17/2013 18:36,32,220,NULL,NULL,202,127327,3,5,0,3.85,0.0402,4.91,97.82,0,16132,4,60,2,0,1,0,NULL,1621.1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1,0,25,-1,0,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
100,4/17/2013 18:36,32,220,NULL,NULL,202,127463,4,4.5,0,0,0.0196,5.13,70.02,0,16132,4,60,2,0,1,0,NULL,1622.76,0,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
100,4/17/2013 18:36,32,220,NULL,NULL,202,129134,3,3,0,3.99,0.0387,4.16,39.13,0,16132,4,60,2,0,1,0,NULL,1622.13,0,NULL,NULL,NULL,0,0,40,NULL,NULL,NULL,0,0,47,0,0,27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
100,4/17/2013 18:36,32,220,NULL,NULL,202,130664,4,0,0,2.48,NULL,5.15,76.19,0,16132,4,60,2,0,1,0,NULL,1624.2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
100,4/17/2013 18:36,32,220,NULL,NULL,202,134557,3,4,0,3.61,0.0107,4.11,32.95,0,16132,4,60,2,0,1,0,NULL,1622.22,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1,0,33,-1,0,26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
